state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
NE,Loup,31115,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
NE,Fillmore,31059,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
MS,Jefferson,28063,county,7/20/2020,Houses of Worship,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
TX,Hood County,48221,county,4/7/2020,Shelter in Place,stop,Hood County Policy End,wikidata,
NE,Gosper,31073,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
IL,Cook,17031,county,5/30/2020,Food and Drink,stop,"Policy_Details: off-premises consumption only (in-house delivery, third-party delivery, drive-through, curbside pick-up, carry-out) 

 Phase Level: 1, Phase Details Source information: https://www.cookcountypublichealth.org/communicable-diseases/covid-19/",sip_submission_form: https://www.cookcountypublichealth.org/communicable-diseases/covid-19/,5
MS,Sunflower,28133,county,7/20/2020,Manufacturing,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Rankin,28121,county,7/20/2020,Day Care,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
NE,Saline,31151,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
PA,Somerset County,42111,county,4/30/2020,Shelter in Place,stop,Somerset County Policy End,wikidata,
NE,Holt,31089,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
VA,,,state,6/12/2020,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
GA,Cherokee County,13057,county,4/9/2020,Shelter in Place,stop,Cherokee County Policy End,wikidata,
OR,,,state,5/15/2020,Non-Essential Businesses,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
MS,DeSoto,28033,county,7/20/2020,Houses of Worship,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Claiborne,28021,county,7/20/2020,Food and Drink,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
TX,Sabine County,48403,county,4/30/2020,Shelter in Place,stop,Sabine County Policy End,wikidata,
TX,Marion County,48315,county,4/30/2020,Shelter in Place,stop,Marion County Policy End,wikidata,
MS,Washington,28151,county,7/20/2020,Outdoor and Recreation,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
PA,Schuylkill County,42107,county,4/30/2020,Shelter in Place,stop,Schuylkill County Policy End,wikidata,
PA,Butler County,42019,county,4/30/2020,Shelter in Place,stop,Butler County Policy End,wikidata,
TX,Bexar,48029,county,6/4/2020,Childcare (K-12),stop,"Policy_Details: On Tuesday, May 19, Bexar County Judge Nelson Wolff issued Executive Order NW-08 to supplement the existing Stay Home, Work Safe measures. These additional measures will take effect as of 12:01 a.m. on May 19 and continue through June 4, 2020 unless extended, modified or terminated early by the County Judge, and is consistent with Texas Governor Greg Abbott’s executive order and mandates issued by the City of San Antonio.   Source information: https://www.bexar.org/3234/COVID-19",sip_submission_form: https://www.bexar.org/3234/COVID-19,
NE,Lancaster,31109,county,10/31/2020,Houses of Worship,stop,Policy_Details: Governed by Directed Health Measures of the State of Nebraska Department of Health and Human Services. This includes weddings and funerals.   Source information: https://lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-09.pdf,sip_submission_form: https://lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-09.pdf,4
FL,Miami-Dade,12086,county,7/6/2020,Entertainment,stop,"Policy_Details: Emergency Order 25 by County Mayor: Commencing at 12:01 a.m., Friday, July 3, 2020 and extending through 11:59 p.m., Monday, July 6, 2020  no parades shall be allowed during this time period. Municipal firework shows may take place during this time period but only in strict compliance with the social distancing and facial covering requirements of Emergency Order 10-20 and Emergency Order 21-20, as amended. Per Emergency Order 21-20, parks must close by 8 p.m.   Source information: https://www.miamidade.gov/information/library/coronavirus-emergency-order-25-20.pdf",sip_submission_form: https://www.miamidade.gov/information/library/coronavirus-emergency-order-25-20.pdf,
MS,Sunflower,28133,county,7/20/2020,Entertainment,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
IA,,,state,5/15/2020,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
HI,,,state,6/5/2020,Food and Drink,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
RI,,,state,5/18/2020,Food and Drink,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
MS,Harrison,28047,county,7/20/2020,Childcare (K-12),stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
WV,Monongalia,54061,county,7/24/2020,Phase 2,stop,"Policy_Details: All Monongalia County bars have been ordered closed for 10 days, any restaurants with bars must close their bars but can continue restaurant service Phase Level: 2, Phase Details Source information: https://governor.wv.gov/Pages/The-Comeback.aspx",sip_submission_form: https://governor.wv.gov/Pages/The-Comeback.aspx,
TX,Henderson County,48213,county,4/30/2020,Shelter in Place,stop,Henderson County Policy End,wikidata,
